timestamp,seed,pairs,ms,rows,columns,perside,style,payoff,komi,winsA,winsB,winsA_asP0,winsA_asP1,quietPct,quietPctAwins,quietPctBwins,meanPlies,meanCaptures,meanLeadChanges,wallSecs,wA_threat,wA_pair,wA_mobility,wA_centre,wA_vulnerableAxes,wA_oneMoveCapturable,wA_spearheadPairs,wA_diagonalSupport,wA_deniedSquares,wA_strikers,wA_notchExposure,wB_threat,wB_pair,wB_mobility,wB_centre,wB_vulnerableAxes,wB_oneMoveCapturable,wB_spearheadPairs,wB_diagonalSupport,wB_deniedSquares,wB_strikers,wB_notchExposure
1787762518,777001,100,500,8,10,20,slide,convex,1.5,89,111,48,41,71.50,69.66,72.97,164.89,27.41,1.38,1945.30,0.250000,0.020000,0.020000,0.200000,-0.030000,-0.900000,0.150000,0.060000,0.040000,0.050000,-0.120000,0.250000,0.020000,0.020000,0.200000,-0.030000,-0.900000,0.150000,0.060000,0.040000,0.050000,-0.120000
